shard,split,video_id,temporal_distance,pairs,mean_full_mae,median_full_mae,mean_human_mae,mean_cloth_mae,mean_skin_mae,mean_full_changed_fraction,mean_human_changed_fraction,mean_cloth_changed_fraction,mean_skin_changed_fraction
Dataset_Shard_0000000_0099999,train,9vQKn6w95ow,2,50,0.15322808369994165,0.15254980325698853,0.21365151211619376,0.20878067404031753,0.21674322998878778,0.6435558832908163,0.7533565643530065,0.7016929904283716,0.8408510382466433
Dataset_Shard_0000000_0099999,train,9vQKn6w95ow,5,50,0.1711053316295147,0.16703931242227554,0.22585600808262826,0.22712646633386613,0.21900827094912528,0.6974864477040816,0.7842890543905524,0.7370502670685439,0.8857275708057412
Dataset_Shard_0000000_0099999,train,9vQKn6w95ow,10,50,0.17948795571923257,0.17179342359304428,0.22593937337398529,0.22266528606414795,0.22923136457800866,0.7300223214285714,0.7931302741784375,0.7463054105257204,0.882742702048001
Dataset_Shard_0000000_0099999,train,9yQHxxtlxt4,1,50,0.0405805616825819,0.034386277198791504,0.11433183390647172,0.11584561586380004,0.126927505210042,0.18875478316326533,0.5529744639522748,0.5036701127958785,0.6566120968102639
Dataset_Shard_0000000_0099999,train,9yQHxxtlxt4,2,50,0.039000741057097915,0.032669879496097565,0.11702999144792557,0.11527612753212452,0.140883154720068,0.18460220025510204,0.5689093226365479,0.517791434744781,0.70055921017067
Dataset_Shard_0000000_0099999,train,9yQHxxtlxt4,5,50,0.06751772165298461,0.05966104008257389,0.1500949764251709,0.15737769745290278,0.1532833893597126,0.33576251594387757,0.6650050409942153,0.6387793967005426,0.7382979660137449
Dataset_Shard_0000000_0099999,train,9yQHxxtlxt4,10,50,0.08376509116962552,0.07852929085493088,0.17332174882292747,0.18227806687355042,0.1639607885479927,0.4044304049744898,0.7104337089279918,0.6728132031088114,0.7927702396381098
Dataset_Shard_0000000_0099999,train,A2dimG5cbgc,1,50,0.055293917786329985,0.044903820380568504,0.20713689230382443,0.1953800893947482,0.3362120127677917,0.17084183673469389,0.6117315166476175,0.5869094800635354,0.8377609654716293
Dataset_Shard_0000000_0099999,train,A2dimG5cbgc,2,50,0.06890089232474565,0.06242590956389904,0.25579558216035364,0.2412607029825449,0.38936621353030204,0.2076008450255102,0.7123523009202838,0.6952638413997329,0.8779186249263986
Dataset_Shard_0000000_0099999,train,A2dimG5cbgc,5,50,0.08315933365374803,0.07287835702300072,0.3070245896279812,0.29043814927339556,0.43585376381874086,0.26027742346938776,0.7789743036873722,0.7642686890415973,0.9266072676419833
Dataset_Shard_0000000_0099999,train,A2dimG5cbgc,10,50,0.10480894774198532,0.09441769123077393,0.31705299869179726,0.2997241455316544,0.4581149372458458,0.31763751594387757,0.8148130168071929,0.8030929570260625,0.9309765719868534
Dataset_Shard_0000000_0099999,train,AE1Dd0KPmlw,1,50,0.05601792793604545,0.02847151830792427,0.10849164692896011,0.1065408615701017,0.12063915722821549,0.2601789700255102,0.5400886381654515,0.5301420855644612,0.5880042543458108
Dataset_Shard_0000000_0099999,train,AE1Dd0KPmlw,2,50,0.07214024906279519,0.022544344887137413,0.12518509722838644,0.12190026073832996,0.13958451015758327,0.3160837850765306,0.5919014462073594,0.5811545062517615,0.6578888702109275
Dataset_Shard_0000000_0099999,train,AE1Dd0KPmlw,5,50,0.10565294282510877,0.10646877437829971,0.18234407886862755,0.18069980889558793,0.18954421296715737,0.4499437978316327,0.8113993908854451,0.8043531901353963,0.8307126628788923
Dataset_Shard_0000000_0099999,train,AE1Dd0KPmlw,10,50,0.11971425414085388,0.1408768817782402,0.17997310402803124,0.177237397832796,0.1873887176439166,0.5279938616071429,0.79022954272124,0.7808886844685295,0.8260883463545725
Dataset_Shard_0000000_0099999,train,AG0EifkPvGY,1,50,0.12105035539716483,0.10766497254371643,0.1751601349748671,0.17588557282462716,0.1808439819701016,0.5299039381377552,0.7255758174586443,0.6960503701340209,0.8025678004694534
Dataset_Shard_0000000_0099999,train,AG0EifkPvGY,2,50,0.15623293913900851,0.17456171661615372,0.20625004835426808,0.21875927343964577,0.1902493754029274,0.6495699139030613,0.8081977988075764,0.8057167764979609,0.8410482116970175
Dataset_Shard_0000000_0099999,train,AG0EifkPvGY,5,50,0.1914684407413006,0.1913907453417778,0.25524966046214104,0.27287010475993156,0.22235134571790696,0.7873716517857143,0.9002813054208503,0.8992376713257382,0.9166762708489402
Dataset_Shard_0000000_0099999,train,AG0EifkPvGY,10,50,0.20006264545023442,0.19423187524080276,0.23243859946727752,0.24439292535185814,0.21813093051314353,0.8087639508928571,0.871112422662569,0.8713294277701175,0.9071452997651893
Dataset_Shard_0000000_0099999,train,AKC7bYyldHo,1,50,0.01804121653549373,0.012561938259750605,0.08411088891327381,0.08195460829883813,0.10105391860008239,0.07213887117346938,0.4149070433842126,0.3816233355052038,0.5323986877167326
Dataset_Shard_0000000_0099999,train,AKC7bYyldHo,2,50,0.027771803429350258,0.014003010001033545,0.10503330424427987,0.10434005856513977,0.11985296495258808,0.1064453125,0.5006118925065222,0.473529229729747,0.6064799851159651
Dataset_Shard_0000000_0099999,train,AKC7bYyldHo,5,50,0.03722293951548636,0.02494105789810419,0.13153804399073124,0.13374893337488175,0.13994405783712863,0.1422508769132653,0.5912620331554235,0.569227174119768,0.6881499583445136
Dataset_Shard_0000000_0099999,train,AKC7bYyldHo,10,50,0.04466033795848489,0.020669320598244667,0.1390168622881174,0.14362362153828145,0.14054084792733193,0.1966310586734694,0.6564411746821878,0.6305341934292656,0.7345411428665862
Dataset_Shard_0000000_0099999,train,AOHQ0aYQ4QI,1,50,0.047969750771299,0.033345289528369904,0.11674618110060692,0.11399899266660213,0.12402356620877981,0.21223891900510203,0.5484298333292982,0.5363949127488198,0.6229970069856341
Dataset_Shard_0000000_0099999,train,AOHQ0aYQ4QI,2,50,0.05514691654592752,0.03706761263310909,0.14518479987978936,0.14059660606086255,0.16254285529255866,0.22163185586734696,0.6219409598121473,0.596508442087557,0.7307628636678578
Dataset_Shard_0000000_0099999,train,AOHQ0aYQ4QI,5,50,0.09268357720226049,0.07862832769751549,0.19626752749085427,0.20205833911895751,0.1993262715637684,0.36626833545918364,0.7519827035636272,0.7344109407238861,0.8316906174679634
Dataset_Shard_0000000_0099999,train,AOHQ0aYQ4QI,10,50,0.08315458975732326,0.06164330430328846,0.1699643176794052,0.17537687331438065,0.16856800973415376,0.36153778698979594,0.7565100020793551,0.7591672972694589,0.7941387149014355
Dataset_Shard_0000000_0099999,train,AQ_qy4s9-58,1,50,0.07440117910504342,0.05647341161966324,0.12963578671216966,0.13147211521863938,0.15054571911692619,0.3390413743622449,0.6138770710984788,0.634184450532045,0.7117883896505239
Dataset_Shard_0000000_0099999,train,AQ_qy4s9-58,2,50,0.09688357140868903,0.06906287744641304,0.15579445473849773,0.154388382807374,0.18055141605436803,0.40965361926020405,0.6851874044926768,0.7004069240363965,0.7630400685262034
Dataset_Shard_0000000_0099999,train,AQ_qy4s9-58,5,50,0.106497249789536,0.0943613052368164,0.16483113095164298,0.1667691570520401,0.18129600554704667,0.48657206632653055,0.7539337213108105,0.792028604366091,0.7978568032960428
Dataset_Shard_0000000_0099999,train,AQ_qy4s9-58,10,50,0.14860047221183778,0.145703986287117,0.20426743671298028,0.19335467278957366,0.2155224196612835,0.6619507334183673,0.8512867783176276,0.8695380797071968,0.8595711846231998
Dataset_Shard_0000000_0099999,train,AXEbpZ0lhEM,1,50,0.07318043891340494,0.06228439882397652,0.11635474994778633,0.09789876777678728,0.14367065634578466,0.30445870535714287,0.49700926259339284,0.46036693139990914,0.5765632624729293
Dataset_Shard_0000000_0099999,train,AXEbpZ0lhEM,2,50,0.08733427073806524,0.07795555517077446,0.13673933692276477,0.11996455766260623,0.16366387449204922,0.35292610012755105,0.5674673062181286,0.5501644204759125,0.6260597170644676
Dataset_Shard_0000000_0099999,train,AXEbpZ0lhEM,5,50,0.11153508231043816,0.1027398593723774,0.17378724128007889,0.14273163080215454,0.2190271782875061,0.42805923150510206,0.6610553656300583,0.6238448706479948,0.7377428949924331
Dataset_Shard_0000000_0099999,train,AXEbpZ0lhEM,10,50,0.13736681856215,0.13368507474660873,0.22055026456713678,0.19168481782078742,0.2523685885965824,0.5012408322704082,0.7599964800316714,0.7419772179421191,0.7997341430183822
Dataset_Shard_0000000_0099999,val,Al4Q6ORp6CQ,1,50,0.06981577096506954,0.051947133615612984,0.1440874370187521,0.12523771807551384,0.17875210359692573,0.28955197704081637,0.6308078965302891,0.6212781073546744,0.7043083902497547
Dataset_Shard_0000000_0099999,val,Al4Q6ORp6CQ,2,50,0.11271640203893185,0.06744924932718277,0.1802276463965245,0.15824078628967983,0.19890764549374582,0.38463926977040813,0.7022135311288834,0.6822944202377866,0.7447520431302608
Dataset_Shard_0000000_0099999,val,Al4Q6ORp6CQ,5,50,0.12355084329843521,0.07361717894673347,0.1816902317106724,0.15334375321865082,0.19419441297650336,0.45252830038265307,0.744782625957623,0.7279190814896712,0.7697293901506853
