shard,split,video_id,mean_flow_magnitude,median_flow_magnitude,p90_flow_magnitude,mean_fb_error,fb_consistency_ratio_pair,mean_warp_error,human_mask_coverage,human_mean_flow_magnitude,human_mean_fb_error,human_fb_consistency_ratio,human_mean_warp_error,pairs
Dataset_Shard_0300000_0399999,train,hgp1tH8T4qA,2.296008468233049,0.942158259768039,6.18464261084795,1.1548800022527574,0.8575378196953287,11.63390418291092,0.16072275589923468,4.826323167234659,1.8335567639395594,0.7337949409575364,26.494680879116057,200
Dataset_Shard_0300000_0399999,train,hw40llsYXWQ,3.5516482556611297,1.717356097009033,9.67125260323286,1.6593324017338456,0.7677789973173523,20.814069962501527,0.20371312978316325,7.062728288173676,2.8285593448951842,0.552947578733312,39.76333224773407,200
Dataset_Shard_0300000_0399999,train,hyxtYzAFcv8,4.957748078107834,3.0408247756958007,12.50767697930336,2.2861610615253447,0.6696652351564266,18.612793136835098,0.19543656329719386,7.968952129483223,2.8213074944913386,0.540015589684229,27.87668031692505,200
Dataset_Shard_0300000_0399999,train,iNEWcQaXeKw,8.460379670262336,6.8424100089073185,15.327600271701813,4.062245120108128,0.520653419856401,44.41426472902298,0.13230777662627552,8.288983781933785,3.2810552498884498,0.5221524544764146,52.726362210512164,200
Dataset_Shard_0300000_0399999,train,if7qojtGe5U,2.8304690200835467,1.65863289414905,6.9374473252892495,1.0141132268682123,0.8378062399414098,19.28222201228142,0.2034829400510204,5.114078843593598,1.4438029635697602,0.7427355982975556,33.87356813669205,200
Dataset_Shard_0300000_0399999,train,ij9lUf2EqLQ,2.639583539366722,1.0816024041973287,7.637054521292448,1.435359056480229,0.8466017511585562,7.973943545520306,0.12811583227040818,6.434840041697026,2.760362357608974,0.6538956161448545,23.428445208072663,200
Dataset_Shard_0300000_0399999,train,ijkiYD_qvrI,4.138175608366728,2.758278707591817,9.574281279444694,2.129646642431617,0.6917856737072526,31.254500985741615,0.17778509646045917,6.224809505818412,2.6782616533432155,0.5656854184440244,36.96195158494636,200
Dataset_Shard_0300000_0399999,train,ir37UNwA0L8,2.5735701389610766,0.7592788555938751,7.779125005602837,1.210444588791579,0.8081421800836341,17.570435690283777,0.17478655133928572,5.802759442329407,2.2715407084673642,0.6246896400216988,30.365470519065855,200
Dataset_Shard_0300000_0399999,train,ivKq1LrQnIw,3.543242154568434,1.9868322276137769,9.272194719910622,1.624184786118567,0.7499253223125322,26.145418152213097,0.15678362165178572,6.468972766399384,2.2519921204447746,0.5942509308373565,37.37221399784088,200
Dataset_Shard_0300000_0399999,train,j9xytCxCRas,4.495946190357208,2.154353122152388,12.027266449928284,2.9130501307547094,0.6915089750443026,14.044299807548523,0.19839176100127554,7.901109099388123,3.4287882578372955,0.5191519498010397,27.887886843681336,200
Dataset_Shard_0300000_0399999,train,jOYC6mxNnOU,4.7023326926678415,2.6946701398305595,11.2137770986557,2.2175052027776836,0.7246730644199083,21.808019009828566,0.1837205038265306,6.507672631144524,2.2968526686355473,0.6206489095302006,34.022602962255476,200
Dataset_Shard_0300000_0399999,train,jTsp_AmBAo0,4.2700001196751876,2.6387096355234143,10.457746016784117,2.114195198219859,0.7145923244572745,19.89556573779817,0.21974420041454082,6.137265858513436,2.1495931041826886,0.6565179321023971,25.919401951036853,200
Dataset_Shard_0300000_0399999,train,jYXIs1jlomo,2.6078135827183724,0.4897175849182531,8.626268568336963,1.4795927865803242,0.8057450178482729,11.352447970807553,0.17600356744260204,5.688217506760266,2.7962884731248776,0.6299496919376798,22.94076193289831,200
Dataset_Shard_0300000_0399999,train,jaAfalvJdzs,3.684819253087044,2.0443343441095205,9.516024488210679,1.4206576591264457,0.7870131963234255,21.936705303192138,0.26967504384566326,6.004520997405052,1.6860533691197634,0.726177456030992,23.861186970472335,200
Dataset_Shard_0300000_0399999,train,jlS3u6WQJ0k,6.421688733297342,5.326582169578209,14.218748487855773,2.8013379748231273,0.657839027701713,22.794037845535204,0.11270717075892858,8.807206231163581,4.067509705647244,0.48671650549256434,33.161681994278915,200
Dataset_Shard_0300000_0399999,train,joZScleEqcM,2.987951378673315,1.7887694393785205,7.56831219047308,1.2935316453687846,0.7990086698792563,16.963332508206367,0.18007593271683675,5.219220668788767,1.864894536958891,0.68679760766101,28.59200829848036,200
Dataset_Shard_0300000_0399999,train,jsECb6fwYeM,3.821301858127117,1.8655220856145025,10.493345177173614,1.901182708442211,0.7291445361381185,20.713016661405565,0.1495704121492347,7.076373056769371,2.693334154263139,0.579048773993992,32.46337371826172,200
Dataset_Shard_0300000_0399999,train,kOD48vrvC9c,4.710395261347294,2.4303465535491706,12.492539941072463,2.6046334279328587,0.6571238662778488,25.071828848123552,0.27181361607142857,8.48207899749279,3.9818367497622966,0.4423000839213255,44.47214021921158,200
Dataset_Shard_0300000_0399999,train,kTz4ixn3FNQ,5.723039431869983,3.9636057459190486,12.927473251819611,3.415010627284646,0.594547081815396,24.680383068323135,0.24982641103316325,7.171273144483567,3.7726527683436872,0.5303275811297081,30.423623638153074,200
Dataset_Shard_0300000_0399999,train,kkSQWC1v0Zs,5.076566694378853,2.103722250475548,12.228820041418075,2.884222739562392,0.6960251462598133,21.16329156398773,0.17695053411989797,6.57834204013975,2.5440866687268864,0.6508734877098457,24.257865251918265,200
Dataset_Shard_0300000_0399999,train,kmoiuVMBrJg,5.189657762423158,3.115734739303589,13.037902763783931,2.906998402904719,0.6874729990585806,18.527311345636846,0.18630909199617346,6.85544578820467,2.5915476247668265,0.6141783756694514,27.200605281591415,200
Dataset_Shard_0300000_0399999,train,kwXkEFlx1Q4,7.021550667490811,6.387915962580592,12.621861352920533,2.981446437607519,0.5299995218136611,41.245366886258125,0.1466716159119898,7.909133536732407,3.293955890661164,0.5124589601999366,47.32725602249615,200
Dataset_Shard_0300000_0399999,train,kx4_1AOBE18,1.879466324597597,0.6070331470202655,5.425805503875017,1.038584609720856,0.8832706845945288,9.87994718015194,0.1329588847257653,4.881451618671417,1.9109204934723676,0.7162772831442012,25.00517790555954,200
Dataset_Shard_0300000_0399999,train,lEgp6oBfREo,2.81700781583786,0.8052470585517585,8.508153795599938,1.2909204868599773,0.7966565789457699,15.4245578622818,0.2122492825255102,6.585438462495804,2.320303436592221,0.6077532728285451,34.6474954867363,200
