video_id,split,shard,temporal_distance,pairs,mean_motion_magnitude,median_motion_magnitude,p90_motion_magnitude,mean_motion_coverage,mean_dx,mean_dy,mean_direction
1jkQfyIl7Kg,train,Dataset_Shard_0000000_0099999,5,50,2.027739540338516,1.962343990802765,3.7125082254409794,0.3856947544642857,-0.054340470284223556,-0.07133342118591827,-18.1490635909534
1jkQfyIl7Kg,train,Dataset_Shard_0000000_0099999,10,50,2.733331574201584,2.411603093147278,4.08460259437561,0.4422708067602041,0.32908731512725353,-0.32418804355780595,-4.010408749199736
1kyGOkXUEKI,train,Dataset_Shard_0000000_0099999,1,50,3.680381491035223,2.961739420890808,7.6240850448608395,0.43314971301020405,0.12951168030966073,0.29867966210003943,18.96311846867318
1kyGOkXUEKI,train,Dataset_Shard_0000000_0099999,2,50,5.745149340648204,4.6942243576049805,10.336207771301272,0.5088520408163265,0.06390226111048833,0.054899623261298984,-15.257031098247968
1kyGOkXUEKI,train,Dataset_Shard_0000000_0099999,5,50,7.8688884496688845,5.3628270626068115,12.200577735900884,0.5629300860969387,-0.0782029651105404,1.7237484097108244,-8.387561301659874
1kyGOkXUEKI,train,Dataset_Shard_0000000_0099999,10,50,7.798344891890883,6.449374675750732,14.763142967224121,0.5759861288265307,0.26586673951358536,0.14449263672344387,2.2596038886040093
24jIoFvJ_7o,val,Dataset_Shard_0000000_0099999,1,50,4.3363788515329365,3.997668743133545,8.251908016204835,0.588629225127551,0.2855853497236967,-0.1402081445697695,-0.19391303270963844
24jIoFvJ_7o,val,Dataset_Shard_0000000_0099999,2,50,4.218966598510742,3.884601354598999,6.859613227844238,0.633293606505102,0.07820882495492697,0.5951541715860367,40.78206554241583
24jIoFvJ_7o,val,Dataset_Shard_0000000_0099999,5,50,5.044733600616455,4.342402935028076,8.851478481292725,0.7132557397959184,-0.266981066018343,0.36398292683064937,22.774510283555014
24jIoFvJ_7o,val,Dataset_Shard_0000000_0099999,10,50,3.923367967605591,3.733271598815918,5.88936095237732,0.6366585618622449,0.07976704865694045,0.1523448897153139,15.330079167740855
27uEnvzS8O4,train,Dataset_Shard_0000000_0099999,1,50,5.472548520565033,5.261160135269165,8.482173347473147,0.7400908801020408,0.23202867899090052,-0.8832267662882805,-15.064458696464317
27uEnvzS8O4,train,Dataset_Shard_0000000_0099999,2,50,7.095253067016602,7.281257152557373,9.6980486869812,0.76556640625,-0.2176253031939268,0.19143866896629333,-11.724480808411547
27uEnvzS8O4,train,Dataset_Shard_0000000_0099999,5,50,7.977450723648071,8.067608118057251,10.183364009857177,0.7943817761479592,0.09689808513969184,0.2889852710068226,12.903223049841195
