video_id,split,shard,temporal_distance,pairs,mean_ssim,median_ssim,std_ssim,mean_mae,mean_mse,mean_psnr
cQAkgnu0KNE,train,Dataset_Shard_0300000_0399999,1,50,0.809678393304348,0.8171713650226593,0.11220993099754098,0.05183990322053433,0.013311882653506473,20.414185725187053
cTIbhq8KHSM,train,Dataset_Shard_0300000_0399999,1,50,0.736259600520134,0.82282555103302,0.22566782796634877,0.06803200839087367,0.021280084361787886,19.888104048665426
ciLvB2zwaOE,train,Dataset_Shard_0300000_0399999,1,50,0.6889850217103958,0.7002656757831573,0.13584776624940348,0.07769713448360563,0.02225355255883187,17.75385294803039
ck3jZjhnQ84,train,Dataset_Shard_0300000_0399999,1,50,0.8135843801498414,0.8373041749000549,0.12354649824201576,0.034844084149226545,0.00857024029479362,23.395852016483943
cqUD7jK9olE,train,Dataset_Shard_0300000_0399999,1,50,0.6983814251422882,0.7149774730205536,0.15258260268969293,0.061730444382410495,0.01917191615983029,18.923950845241475
cxKVZ0NO0V4,train,Dataset_Shard_0300000_0399999,1,50,0.7261363053321839,0.7807091772556305,0.14867282907157683,0.0705898174084723,0.022880548394750802,18.325770578385562
d21L6jFe6C8,train,Dataset_Shard_0300000_0399999,1,50,0.6652478051185607,0.6933059692382812,0.12983449583320822,0.07886085268110037,0.022373484340496363,18.191336336100495
d9IvvjcFxp8,train,Dataset_Shard_0300000_0399999,1,50,0.8930050373077393,0.899418979883194,0.0637032544938416,0.030738815488293766,0.012303928507026284,21.0228526154155
dadeCjt1zZ8,train,Dataset_Shard_0300000_0399999,1,50,0.6227324411273003,0.6281969547271729,0.12744784987828114,0.0830313516408205,0.029821208445355296,16.347635598676867
dpttD5WWzs0,train,Dataset_Shard_0300000_0399999,1,50,0.6857541398704052,0.7120597064495087,0.12438407095508765,0.07500858623534441,0.0237830299558118,17.415891612024822
dtf0Qt8rCPE,train,Dataset_Shard_0300000_0399999,1,50,0.7195917356014252,0.7337095141410828,0.12164535419330263,0.05765683209523559,0.0170028019673191,19.118416343020932
e63J3OFgS7M,train,Dataset_Shard_0300000_0399999,1,50,0.798697156906128,0.8060718476772308,0.10968182055488429,0.0551097019482404,0.019374434741330333,20.203378634520718
eAyLA25v2ls,train,Dataset_Shard_0300000_0399999,1,50,0.501225995272398,0.5185088217258453,0.2222837684807855,0.12544032994657756,0.04492613914422691,15.182570079095665
eC9gwP4mNPQ,train,Dataset_Shard_0300000_0399999,1,50,0.6110445156693458,0.6174609363079071,0.12717848217730948,0.09362915754318238,0.030284055168740453,16.530693615532382
ePQhPKVW2vk,train,Dataset_Shard_0300000_0399999,1,50,0.709481115937233,0.7235057055950165,0.15367449929674779,0.06877540245652199,0.023157428991980852,18.433176417437366
eVYUkO383bM,train,Dataset_Shard_0300000_0399999,1,50,0.7141868185997009,0.7282841503620148,0.16684904530131517,0.0647064891923219,0.020335616724914872,19.287142193939715
eg5ydF06A9U,train,Dataset_Shard_0300000_0399999,1,50,0.7995551979541778,0.8048506677150726,0.07622496164196653,0.05128846740350127,0.020450603934004902,18.127032960824497
euGB9ACrIrg,train,Dataset_Shard_0300000_0399999,1,50,0.6785423558950424,0.716757208108902,0.1486464243258826,0.07404147122055292,0.02446557242888957,17.690311135759753
f10cdSfKzdc,train,Dataset_Shard_0300000_0399999,1,50,0.6410029426217079,0.6887782514095306,0.18096638582264185,0.0842011584341526,0.02755269401706755,17.42987881022932
fGK4CtMVIGk,train,Dataset_Shard_0300000_0399999,1,50,0.8213947123289108,0.8488567471504211,0.11411480612601918,0.04538197971880436,0.01832477005198598,18.918548001291555
fJ0BU_4rY28,train,Dataset_Shard_0300000_0399999,1,50,0.7388294121623039,0.7659917771816254,0.1548731757747995,0.07325201397761702,0.0248239916539751,18.119688446839003
fM0ea2tSBNQ,train,Dataset_Shard_0300000_0399999,1,50,0.8096302503347397,0.8545827567577362,0.17311456624951943,0.035322770387865604,0.009282231498509645,23.648356617501474
fVXYoBINHcs,train,Dataset_Shard_0300000_0399999,1,50,0.6441275095939636,0.6683372259140015,0.13735606089017421,0.09592283442616463,0.03470543229021132,15.425879280349942
fcmXnubsug8,train,Dataset_Shard_0300000_0399999,1,50,0.6434820601344109,0.7105608880519867,0.23472834952642635,0.1060737152211368,0.037675648583681325,17.80697302602807
fj1Kji79nQ8,train,Dataset_Shard_0300000_0399999,1,50,0.8011271610856057,0.825604259967804,0.146318354590304,0.053265306316316124,0.020577977309003473,18.903835290909946
g0YkYrnLS_A,train,Dataset_Shard_0300000_0399999,1,50,0.7221277298033237,0.7499538064002991,0.19515658465236865,0.08018127672374248,0.03255250754300505,18.086857655703607
g6LFKsNbbnw,train,Dataset_Shard_0300000_0399999,1,50,0.6367121404409408,0.7188784182071686,0.2015169108063727,0.12678106293082236,0.04830278724431992,13.937489231509726
gFTV_Kjw3OE,train,Dataset_Shard_0300000_0399999,1,50,0.807448074221611,0.8108901977539062,0.09034815779206448,0.03712031155824661,0.011096248382236808,21.297250490285478
gKgHFMHDn3g,train,Dataset_Shard_0300000_0399999,1,50,0.497888805270195,0.47945795953273773,0.16415885433561275,0.11686344441026449,0.036158356694504616,15.465161772174236
gQW3RFC0ofo,train,Dataset_Shard_0300000_0399999,1,50,0.8236512485146522,0.8868151605129242,0.1960999158783885,0.03946833643130958,0.012271338802238461,23.839279677574254
gQmCY2PXvtQ,train,Dataset_Shard_0300000_0399999,1,50,0.8476767182350159,0.86992347240448,0.09430738210399815,0.03560656763613224,0.00996029142057523,22.13646946026872
gRZZVFAq8-s,train,Dataset_Shard_0300000_0399999,1,50,0.7168692350387573,0.743321418762207,0.15449632993014734,0.059057704955339435,0.01750526313437149,19.196096144815193
gZNb0Jwiu7c,train,Dataset_Shard_0300000_0399999,1,50,0.5811256822943688,0.6171308159828186,0.1574018392835884,0.11380724802613258,0.03168708615005016,15.915456727886733
gcMtz5Gyj2A,train,Dataset_Shard_0300000_0399999,1,50,0.9498363208770751,0.9658685326576233,0.045209761166597764,0.013066359739750623,0.0028010086866561324,29.118413047474245
gcsbxVIuYr4,train,Dataset_Shard_0300000_0399999,1,50,0.5661104106903077,0.5303120911121368,0.1670260525082982,0.06400023048743606,0.016044962730957193,19.554255521557632
gdh2-9qm8fE,train,Dataset_Shard_0300000_0399999,1,50,0.7555708998441696,0.7484102845191956,0.1148824918529586,0.0681165435910225,0.027328754819463938,17.7726750482124
gpSJUuKG1rY,train,Dataset_Shard_0300000_0399999,1,50,0.7646982407569886,0.7716223895549774,0.1119072485027904,0.05452642658725381,0.016107966527342796,19.297985150934277
gtUBWqX0ceM,train,Dataset_Shard_0300000_0399999,1,50,0.5291480562090873,0.4720929265022278,0.2357161937575799,0.11511803600937127,0.03975416290573776,15.80849914419297
h6yjx26N9WE,train,Dataset_Shard_0300000_0399999,1,50,0.8048683506250381,0.8153172731399536,0.10001238221763638,0.03599512477405369,0.008743398060905747,22.54830532039111
hT-ia0Oj-VE,train,Dataset_Shard_0300000_0399999,1,50,0.3698249801248312,0.31465186178684235,0.20096151625517278,0.1544839882105589,0.0537478923983872,14.138547929287306
haSfscv0K_Q,train,Dataset_Shard_0300000_0399999,1,50,0.686476301252842,0.7130629122257233,0.12686099195161504,0.07679524974897504,0.02753747616428882,16.765310182803127
hds-48OBLUc,train,Dataset_Shard_0300000_0399999,1,50,0.8616726303100586,0.8980244994163513,0.08247214928105057,0.023771612867712975,0.004609365803771652,25.518253325094634
hgp1tH8T4qA,train,Dataset_Shard_0300000_0399999,1,50,0.8690803208947182,0.908100962638855,0.13498900281798804,0.035931359846144914,0.01341805352945812,22.153125810826168
hw40llsYXWQ,train,Dataset_Shard_0300000_0399999,1,50,0.7384719181060792,0.7748328447341919,0.15278732974053402,0.06697995847091079,0.02367921556578949,17.986485365037435
hyxtYzAFcv8,train,Dataset_Shard_0300000_0399999,1,50,0.6419024807214737,0.6724935472011566,0.13746223523425558,0.07128837183117867,0.017554092246573418,19.09203608845834
iNEWcQaXeKw,train,Dataset_Shard_0300000_0399999,1,50,0.3435248997807503,0.3052530288696289,0.185241608779966,0.16396763280034066,0.06457189315930009,12.584291922873458
if7qojtGe5U,train,Dataset_Shard_0300000_0399999,1,50,0.7293127094209194,0.8032214343547821,0.22888154532842978,0.07043290172703565,0.02822974852635525,18.220855326425454
ij9lUf2EqLQ,train,Dataset_Shard_0300000_0399999,1,50,0.8871185171604157,0.922415018081665,0.11145681193485944,0.025096048964187503,0.00803115779417567,23.137775898680108
ijkiYD_qvrI,train,Dataset_Shard_0300000_0399999,1,50,0.7012412616610527,0.7750629186630249,0.20417173808034494,0.07381065765395761,0.021804267169209197,19.58720931464165
ir37UNwA0L8,train,Dataset_Shard_0300000_0399999,1,50,0.8025168681144714,0.8186777234077454,0.07706420566857314,0.046384237743914127,0.009633478687610476,21.83416094790125
ivKq1LrQnIw,train,Dataset_Shard_0300000_0399999,1,50,0.7497775512933731,0.7776525914669037,0.15015425678208927,0.06367520013824106,0.018688860572874545,19.141134826349347
j9xytCxCRas,train,Dataset_Shard_0300000_0399999,1,50,0.7945255792140961,0.8217132687568665,0.08741282486729152,0.04197642080485821,0.0115004609990865,21.11685454994905
jOYC6mxNnOU,train,Dataset_Shard_0300000_0399999,1,50,0.7249332013726234,0.7681837677955627,0.18469437068472874,0.06858419826254249,0.02125612996518612,18.737155866604738
jTsp_AmBAo0,train,Dataset_Shard_0300000_0399999,1,50,0.7754321673512459,0.7893356084823608,0.1598207192405483,0.04427931794431061,0.013098430540703703,22.834164720961436
jYXIs1jlomo,train,Dataset_Shard_0300000_0399999,1,50,0.8428507989645004,0.8669804334640503,0.09761355698147806,0.040301352189853784,0.01726136330515146,19.76878550128863
jaAfalvJdzs,train,Dataset_Shard_0300000_0399999,1,50,0.7526895791292191,0.8522301018238068,0.24530993370247017,0.04845492425840348,0.0164237378683174,24.081416673266485
jlS3u6WQJ0k,train,Dataset_Shard_0300000_0399999,1,50,0.7425855579972267,0.8400571644306183,0.20433804944846654,0.06609445063739258,0.019032121871705953,20.99380057246809
joZScleEqcM,train,Dataset_Shard_0300000_0399999,1,50,0.8119640019536019,0.873531699180603,0.18412218808436356,0.04076376278884709,0.014299575270852074,22.1644990190082
jsECb6fwYeM,train,Dataset_Shard_0300000_0399999,1,50,0.6921214836835862,0.7691333591938019,0.17437961143848668,0.080400335136801,0.024843881973065435,17.89024503310372
kOD48vrvC9c,train,Dataset_Shard_0300000_0399999,1,50,0.6926254838705063,0.7128234207630157,0.14250979532739164,0.0795342242717743,0.028476613387465478,17.04677020045389
kTz4ixn3FNQ,train,Dataset_Shard_0300000_0399999,1,50,0.6768878692388535,0.7236382067203522,0.16697105539745793,0.07001538146287203,0.021544562978670002,18.3155043920941
kkSQWC1v0Zs,train,Dataset_Shard_0300000_0399999,1,50,0.6838182663917541,0.6907141208648682,0.11059474970206531,0.07454325433820486,0.02637296444736421,17.117674442478314
kmoiuVMBrJg,train,Dataset_Shard_0300000_0399999,1,50,0.6696879518032074,0.6549247801303864,0.15451329096996508,0.06557206404395402,0.020446832220768554,18.506870943866407
kwXkEFlx1Q4,train,Dataset_Shard_0300000_0399999,1,50,0.5436262741684914,0.5469590425491333,0.2845079781686064,0.12011495297774673,0.04674732328858226,16.49497669434896
kx4_1AOBE18,train,Dataset_Shard_0300000_0399999,1,50,0.9010596227645874,0.9542444944381714,0.10645734010216681,0.020893520982936023,0.004826626136491541,26.703484584670747
lEgp6oBfREo,train,Dataset_Shard_0300000_0399999,1,50,0.754890838265419,0.7763620913028717,0.12259734449726502,0.05820740193128586,0.017531916841398924,18.895270630140875
lMNq15l1QT0,train,Dataset_Shard_0300000_0399999,1,50,0.6689591205120087,0.7176415324211121,0.18656727036875098,0.0845385092430388,0.03042173140683195,18.443753955840645
lOe0gTapJ1k,train,Dataset_Shard_0300000_0399999,1,50,0.7196445333957672,0.7025043070316315,0.12369735235175908,0.05325162248685956,0.012011880408972503,20.48655942103099
lRBRTysHyrA,train,Dataset_Shard_0300000_0399999,1,50,0.6361031857132912,0.6746692657470703,0.1839552557956615,0.09459492139518261,0.03449518558802083,16.630136244323722
lpi9Yuj2Lk_,train,Dataset_Shard_0300000_0399999,1,50,0.6032813572883606,0.5775553584098816,0.11698879249976499,0.08094365507364273,0.021446458343416453,17.478551574919457
ltNtwExtVa4,train,Dataset_Shard_0300000_0399999,1,50,0.708021075129509,0.7405357360839844,0.14317644886118977,0.09198532093316317,0.041095675453543666,15.15192451546002
m6Nb2qOf30Y,train,Dataset_Shard_0300000_0399999,1,50,0.5591057080030442,0.5302591323852539,0.14924461523960506,0.08524687204509973,0.023468001214787364,17.138304787262655
m8cxfdV2LB4,train,Dataset_Shard_0300000_0399999,1,50,0.6863457730412483,0.7116531729698181,0.13885378881187777,0.07676698904484511,0.025336093152873218,17.08170105391442
mFrrmh9euA4,train,Dataset_Shard_0300000_0399999,1,50,0.7021022200584411,0.7147101163864136,0.13760742240821558,0.09918542087078094,0.03207968925125897,16.044128189526262
n-F9z5TA1vE,train,Dataset_Shard_0300000_0399999,1,50,0.6947998243570328,0.707249641418457,0.08769249620447751,0.06174263048917055,0.017685902770608664,18.290817141412823
n0gRomV5Gnk,train,Dataset_Shard_0300000_0399999,1,50,0.831745588183403,0.8539734482765198,0.11026178172881672,0.039631768437102435,0.01391340585425496,21.10478231032747
n1jA2GVDa-o,train,Dataset_Shard_0300000_0399999,1,50,0.8677276468276978,0.9040882289409637,0.09359414458684913,0.030132661797106264,0.009867856558557833,22.595113020059276
n7YqEWvxyrA,train,Dataset_Shard_0300000_0399999,1,50,0.3362460886314511,0.3339768350124359,0.17767080154947673,0.19438875913619996,0.07906135508790613,11.838896698828313
nNJK2P8gqPA,train,Dataset_Shard_0300000_0399999,1,50,0.8598312389850616,0.8773975968360901,0.07421631328491418,0.028617961760610343,0.0074669796065427365,23.0397135479334
nNo4Kzvf548,train,Dataset_Shard_0300000_0399999,1,50,0.8437453085184097,0.92147096991539,0.18640900891243978,0.04572453889064491,0.019417641074978745,21.02686214794162
ncZh6hd-xIk,train,Dataset_Shard_0400000_0499999,1,50,0.7174893286824227,0.7589350044727325,0.18985618618505798,0.05431799381040037,0.015150802329881117,20.207015252933946
ng40P4mMO3s,train,Dataset_Shard_0400000_0499999,1,50,0.5936998164653778,0.7137806117534637,0.25338579225486024,0.11077556144446135,0.042551944395527244,15.79355135053222
nhbz8VTchUE,train,Dataset_Shard_0400000_0499999,1,50,0.7120777070522308,0.7057129144668579,0.16075159274142634,0.05981296943500638,0.017502244187053293,19.738099524648415
nvGSZykPC-E,train,Dataset_Shard_0400000_0499999,1,50,0.8767606520652771,0.8927018940448761,0.0741856387662994,0.024176607485860587,0.005690624593989923,23.996435214152825
o4fPTM4nXHA,train,Dataset_Shard_0400000_0499999,1,50,0.830877412557602,0.8339682817459106,0.050559675144238515,0.03295701920986176,0.008053992930799723,21.448570769054538
oLt2YHQmxyo,train,Dataset_Shard_0400000_0499999,1,50,0.6840227860212326,0.672130823135376,0.15479980810076163,0.0537614921387285,0.012231956971227191,20.94171623431216
oN1DmJvfFYU,train,Dataset_Shard_0400000_0499999,1,50,0.6956289333105087,0.6899850368499756,0.11267433884809794,0.07730279820039869,0.022386384243145586,17.760395555063916
oOmQQ_LW06o,train,Dataset_Shard_0400000_0499999,1,50,0.6583032396435737,0.6854115724563599,0.1657804755285589,0.07359188705682755,0.019661731338128447,18.42348676458771
oXwNFZng37M,train,Dataset_Shard_0400000_0499999,1,50,0.8455194675922394,0.8514633476734161,0.07017672761085222,0.0342049540951848,0.008083114810287952,21.793976788633223
oYJk9jqnp5E,train,Dataset_Shard_0400000_0499999,1,50,0.7269613462686538,0.7807061970233917,0.19738141576620816,0.06092071760445833,0.021285728140210267,20.56371287089691
odXf_O2kwg8,train,Dataset_Shard_0400000_0499999,1,50,0.4703174394369125,0.4143448621034622,0.26435769176646756,0.1842872890306171,0.099547465742653,13.212339776488811
oeJE10KLFIk,train,Dataset_Shard_0400000_0499999,1,50,0.7106515604257584,0.7306991815567017,0.10351906431414837,0.06170502234250307,0.02014221841469407,18.4978573337427
og-5KsPqZrA,train,Dataset_Shard_0400000_0499999,1,50,0.5523876388370991,0.5721523761749268,0.29402224503771557,0.09853435040451586,0.032907995802816004,18.05251792570731
oli_KZ4buY_,train,Dataset_Shard_0400000_0499999,1,50,0.9005490601062774,0.9223343133926392,0.06888016266042206,0.02623144700191915,0.01126829209504649,21.691691606761793
ooRkX9iO-V8,train,Dataset_Shard_0400000_0499999,1,50,0.7560401198267936,0.7655310928821564,0.12605969847090623,0.05351337779313326,0.01601301203481853,19.13928192378042
pGv2v2SSQY0,train,Dataset_Shard_0400000_0499999,1,50,0.8936866044998169,0.9362830519676208,0.09450654476673985,0.02207044596783817,0.005099787073559128,26.259887573933412
pLCE_Kc3_rs,train,Dataset_Shard_0400000_0499999,1,50,0.5255791729688645,0.5878132581710815,0.24162710652265398,0.08798445532098413,0.026012174065690487,18.25292725877372
paTT6mFga2A,train,Dataset_Shard_0400000_0499999,1,50,0.7249921226501465,0.7355370819568634,0.1348401263141186,0.06829858709126711,0.026320541021414103,17.720689112010827
ph67f1KcoCc,train,Dataset_Shard_0400000_0499999,1,50,0.8075411629676819,0.8837040364742279,0.19650551569418506,0.050185383642092345,0.014647957081906497,23.826416103179874
phc99Ienk8Q,train,Dataset_Shard_0400000_0499999,1,50,0.8726533311605453,0.8988364934921265,0.09978974781653609,0.032906003771349786,0.007001526792537334,24.70638627725236
py87QzHSZHg,train,Dataset_Shard_0400000_0499999,1,50,0.7189477825164795,0.8190699517726898,0.21854941701646574,0.07237898906692862,0.02278455300023779,19.788762401576903
q4vz6MTv3g8,train,Dataset_Shard_0400000_0499999,1,50,0.7963774152100086,0.9163273274898529,0.2568844595312207,0.03913928677793592,0.010734776438912377,23.171368785045058
qBFGirFLB38,train,Dataset_Shard_0400000_0499999,1,50,0.5855823677778244,0.5924361050128937,0.0856548250097135,0.09358028285205364,0.033625545874238015,15.173732027325613
qJHtaMqYzd8,train,Dataset_Shard_0400000_0499999,1,50,0.8414049184322357,0.8538736402988434,0.07725031264469547,0.037608902491629126,0.01224549466278404,20.091137824203383
qUEhPbkqz0w,train,Dataset_Shard_0400000_0499999,1,50,0.6466424112021923,0.7133685946464539,0.19065018467424125,0.10511496990919113,0.035329263554885984,15.894270329553017
qkQttwJ0DEY,train,Dataset_Shard_0400000_0499999,1,50,0.7997993385791778,0.8146401643753052,0.11999148201346804,0.04262089254334569,0.011793969720602036,20.792752297315342
qnLfS6_QOQc,train,Dataset_Shard_0400000_0499999,1,50,0.8440143609046936,0.85587078332901,0.10255563666095978,0.04139248225837946,0.01610329671530053,19.85721741600629
qs-2SwlcufA,train,Dataset_Shard_0400000_0499999,1,50,0.7173745536804199,0.7701729238033295,0.1329003651555101,0.0661080265417695,0.021509644901379944,18.000312686827566
qxwqNmXb_pM,train,Dataset_Shard_0400000_0499999,1,50,0.8895193189382553,0.9206531047821045,0.09777617283958019,0.029335443396121264,0.0071392058103811,24.835273696783062
rJL6f0C3zVk,train,Dataset_Shard_0400000_0499999,1,50,0.3476471719145775,0.27616173028945923,0.1889196067942783,0.14549416325986386,0.05048673802055419,13.903447695034707
rLlr1JgTkDk,train,Dataset_Shard_0400000_0499999,1,50,0.8359411120414734,0.8514690697193146,0.08016238906256704,0.045919587574899196,0.015555870335083455,19.49977765082118
rYzVEZZO83c,train,Dataset_Shard_0400000_0499999,1,50,0.6166052386164665,0.6287556886672974,0.16775801644128732,0.07239272207021713,0.01974104580236599,18.66485166333271
rx9tSu1wTeY,train,Dataset_Shard_0400000_0499999,1,50,0.7985658395290375,0.8725231885910034,0.1691410855684928,0.04170630934648216,0.01069802271842491,23.89568428637978
sAhIK9HKTqs,train,Dataset_Shard_0400000_0499999,1,50,0.8421443575620651,0.8780646622180939,0.17593880605286205,0.03231499786488712,0.007224293201870751,23.94605728862928
sBLH1z63TGw,train,Dataset_Shard_0400000_0499999,1,50,0.8234554731845856,0.8481470048427582,0.13056994831227983,0.038215246493928136,0.00866698701691348,23.91383807921916
sMUdNbpJLWw,train,Dataset_Shard_0400000_0499999,1,50,0.7528886692225933,0.8181761801242828,0.2221344122324868,0.06846050512976945,0.02756040613021469,20.76211510612615
sTE1jXTBt6s,train,Dataset_Shard_0400000_0499999,1,50,0.739480271935463,0.7425014078617096,0.12701824742791143,0.04785686643794179,0.011589461294934154,20.863609761634297
snGQA5LPehE,train,Dataset_Shard_0400000_0499999,1,50,0.8328354477882385,0.8439204096794128,0.1081389228398122,0.040247737485915425,0.011629501002607867,21.684028952307223
soqNFAIhsEA,train,Dataset_Shard_0400000_0499999,1,50,0.49295868843793866,0.5758608877658844,0.279951846994469,0.13338553073816,0.05262393676210195,14.63374129944122
tKpQA-YM5qw,train,Dataset_Shard_0400000_0499999,1,50,0.6963922324776649,0.7056573331356049,0.13823353377574912,0.06760958574712277,0.023271714244037865,17.7317691661249
tMUc1b6NHsk,train,Dataset_Shard_0400000_0499999,1,50,0.664978124499321,0.6980786025524139,0.22111186328583823,0.08759161796420813,0.03170559240039438,17.117524754370358
tTHpaGSDRCA,train,Dataset_Shard_0400000_0499999,1,50,0.773741005063057,0.8093781769275665,0.12017051620329325,0.04368538871407509,0.010229490354540759,22.88902134082512
tVK6t2vfa6g,train,Dataset_Shard_0400000_0499999,1,50,0.877546865940094,0.892005056142807,0.0887800626429707,0.02518287319689989,0.00533156847115606,25.235273925506423
t_qmGs9IgK4,train,Dataset_Shard_0400000_0499999,1,50,0.39788746401667596,0.3968483805656433,0.23681115957988685,0.15584411688148975,0.05737279038410634,14.7901404258269
trD-QUe4ZNU,train,Dataset_Shard_0400000_0499999,1,50,0.8259913730621338,0.8756281733512878,0.157125795865129,0.030394066795706748,0.007475284183165058,23.24627298131972
twyPRvVFhZM,train,Dataset_Shard_0400000_0499999,1,50,0.6873579466342926,0.8044571876525879,0.25442259026164066,0.0825724614225328,0.029897350126411766,18.258651908767227
uJLCrvIrjqA,train,Dataset_Shard_0400000_0499999,1,50,0.8065227955579758,0.8682877123355865,0.17004325803616613,0.050888802697882055,0.014365607456929864,22.824717007507807
uNQDRZz4TUU,train,Dataset_Shard_0400000_0499999,1,50,0.6519329604506493,0.7220440208911896,0.2677286698463622,0.07263491022400557,0.021997102627065033,19.37460208236783
udsPZ1WnDLY,train,Dataset_Shard_0400000_0499999,1,50,0.870366907119751,0.8844501078128815,0.06257664979258815,0.025299381632357835,0.005593965579755604,23.267360203755242
ui7IAukQXtI,train,Dataset_Shard_0400000_0499999,1,50,0.7708919751644134,0.778472900390625,0.10376153805005627,0.05180692419409752,0.01599891032092273,20.149143151070856
ujOANeD1dtA,train,Dataset_Shard_0400000_0499999,1,50,0.4102904690802097,0.37480175495147705,0.22031117520045013,0.09635480672121048,0.025045974215026946,16.997665816070036
ukBG8k6dca4,train,Dataset_Shard_0400000_0499999,1,50,0.2217862519621849,0.19936203211545944,0.11757830214644087,0.1607942508161068,0.05408376118168235,13.22646300390821
ukn-1au2zeM,train,Dataset_Shard_0400000_0499999,1,50,0.5449202755093574,0.5831023752689362,0.20945811805815273,0.10500536035746336,0.03536642635241151,16.84064534344467
uu2DI2YM5VY,train,Dataset_Shard_0400000_0499999,1,50,0.6500736336410046,0.7371858060359955,0.24883432668737507,0.08283011633902788,0.029678528627264313,18.32254664830247
uwuY48k-xus,train,Dataset_Shard_0400000_0499999,1,50,0.7765961623191834,0.8545487225055695,0.19921343433964814,0.05140141336247325,0.015269604095374234,22.076507143615004
uyHdKE2S3m8,train,Dataset_Shard_0400000_0499999,1,50,0.7174048191308975,0.7461216151714325,0.13155621824176006,0.06309810563921929,0.016659404071979224,18.98910813864187
vCp0mrZdlmU,train,Dataset_Shard_0400000_0499999,1,50,0.7206787997484208,0.7432578802108765,0.1290526046535892,0.07402274254709482,0.019899346586316823,18.315800146840292
vNuWxJankEQ,train,Dataset_Shard_0400000_0499999,1,50,0.8523158577084541,0.8712735176086426,0.12246001439666683,0.03267202842980623,0.007882524221786298,23.845579280714773
vrgv_E5pDII,train,Dataset_Shard_0400000_0499999,1,50,0.596010563224554,0.6404747068881989,0.16406977137072298,0.08977413538843393,0.03100322302430868,15.997451994193357
vwz7M5xbztM,train,Dataset_Shard_0400000_0499999,1,50,0.6750870710611343,0.7902332544326782,0.222029805670555,0.09308467542752624,0.03461247566738166,19.307736440197765
w40fRDQNQo4,train,Dataset_Shard_0400000_0499999,1,50,0.7572500717639923,0.84355029463768,0.21445020766573564,0.04924846592359245,0.01316180954570882,22.117938941545816
wNvrCt-FlUo,train,Dataset_Shard_0400000_0499999,1,50,0.5425235280394554,0.5751517117023468,0.1810387111902887,0.10536434557288885,0.04062433044891804,15.051206933306347
wXHNYyQIIA_,train,Dataset_Shard_0400000_0499999,1,50,0.9447347748279572,0.9529759585857391,0.03470778170102987,0.013374893218278885,0.0024211365247901995,27.648841889409873
wXQHg2GbOv4,train,Dataset_Shard_0400000_0499999,1,50,0.9354143893718719,0.960716187953949,0.05941259604129822,0.019232805147767068,0.004697586956317537,27.658593647179117
wZIPPpbh3_c,train,Dataset_Shard_0400000_0499999,1,50,0.7479696720838547,0.7747691869735718,0.11237607901142198,0.05887611381709576,0.021934836134314538,17.301954729073373
wi-keYwDk1s,train,Dataset_Shard_0400000_0499999,1,50,0.7415821385383606,0.7709460854530334,0.17539397755955383,0.049061040095984935,0.01490002693142742,21.029055039291666
wt0RIrkrfY_,train,Dataset_Shard_0400000_0499999,1,50,0.6940777534246445,0.7572177946567535,0.18495498060231277,0.08437217589467765,0.03399549728143029,16.577606841490557
xHaiHZ9xq9s,train,Dataset_Shard_0400000_0499999,1,50,0.7980860677361489,0.8417405188083649,0.1466265184398192,0.04496045891195535,0.016529196980409323,20.02659344479383
xKtXanP9FYk,train,Dataset_Shard_0400000_0499999,1,50,0.78994569927454,0.8799716234207153,0.21384015375654122,0.05341987176798284,0.01858483849617187,21.60420813852763
xLp8iOxXFxo,train,Dataset_Shard_0400000_0499999,1,50,0.6629774492979049,0.6981757581233978,0.15260054365039316,0.07701026007533074,0.02220116826472804,17.740448630474447
xVaf2MFNbnY,train,Dataset_Shard_0400000_0499999,1,50,0.7789973676204681,0.7963358759880066,0.11613696832634007,0.04464188577607274,0.014207804631441832,20.532824010394584
xjdsZdUofoU,train,Dataset_Shard_0400000_0499999,1,50,0.684419110417366,0.6892059147357941,0.11296959638896542,0.07129755150526762,0.028417190304026008,16.608358429035317
yQGj3B57_Iw,train,Dataset_Shard_0400000_0499999,1,50,0.8348925745487213,0.8453774452209473,0.08306265530600726,0.03794137965887785,0.010035883388482034,21.566784820972643
yR15HSy2iYM,train,Dataset_Shard_0400000_0499999,1,50,0.7928054654598236,0.804559051990509,0.07918089445765923,0.04285199165344238,0.011669011181220412,20.5251002198614
ybDcIfdcUVU,train,Dataset_Shard_0400000_0499999,1,50,0.8053427129983902,0.8989269733428955,0.23025289976553026,0.04492302500177175,0.013092939599009696,22.97210478483671
ytmhoYpa1ws,train,Dataset_Shard_0400000_0499999,1,50,0.7467941725254059,0.8438116610050201,0.21812177791494322,0.06773936904966832,0.026479224158101715,20.493491646706296
z06sgpMVS10,train,Dataset_Shard_0400000_0499999,1,50,0.8982147786021233,0.9427092373371124,0.12450306148254314,0.024814984304830433,0.005893197265104391,26.985195391409096
z3mVtH-Jqw4,train,Dataset_Shard_0400000_0499999,1,50,0.8103855967521667,0.8240649104118347,0.12537216361672182,0.043363150656223294,0.012043184423819185,21.162133729936745
z4KIYSXA8OY,train,Dataset_Shard_0400000_0499999,1,50,0.7758209925889968,0.801050066947937,0.12093544209641936,0.06568220850080252,0.02142712365370244,17.83167057957422
